,combined_score,technical_score,seasonal_score,sector_boost,technical_direction,direction,momentum_score,trend_score,volatility_score,volume_score,position_size,symbol,market_regime,entry_date,exit_date,entry_price,exit_price,return,adjusted_return
2023-01-03 05:00:00+00:00,0.6200168957053359,0.67145270815048,0.5,0,LONG,LONG,0.7751907587961002,0.5,0.8,0.6106200738058198,0.05360050687116008,AMZN,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.59625,0.6375,0.5,0,NEUTRAL,NEUTRAL,0.55,0.5,0.8,0.7,0.052887500000000004,TSLA,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5839116393793939,0.6198737705419913,0.5,0,LONG,LONG,0.5605501813784761,0.8,0.568752155041718,0.5501927457477711,0.052517349181381824,SO,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5735760988467046,0.6051087126381494,0.5,0,NEUTRAL,NEUTRAL,0.5955096714768191,0.5,0.7664685457217163,0.5584566333540624,0.05220728296540114,EOG,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5722298126456568,0.6031854466366525,0.5,0,NEUTRAL,NEUTRAL,0.55,0.477349635524568,0.8,0.5853921510220419,0.05216689437936971,NVDA,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5541200193660641,0.5773143133800916,0.5,0,NEUTRAL,NEUTRAL,0.55,0.2915082145455098,0.8,0.6677490389748568,0.05162360058098193,AAPL,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5374217897967332,0.5534596997096188,0.5,0,NEUTRAL,NEUTRAL,0.4284304511278194,0.5,0.7057279382955851,0.5796804094150712,0.051122653693901995,CCI,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5364775100516228,0.5521107286451754,0.5,0,NEUTRAL,NEUTRAL,0.5005917159763309,0.6276422860118063,0.481604856192137,0.5986040564004276,0.051094325301548685,NEE,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.5010887594832295,0.501555370690328,0.5,0,SHORT,SHORT,0.5209970887918487,0.3125773872113578,0.8,0.3726470067581056,0.04002613022759752,AMD,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-03 05:00:00+00:00,0.49753611157363264,0.49648015939090384,0.5,0,SHORT,SHORT,0.5465878975265023,0.42752182168551833,0.5118109183515946,0.5,0.04000000000000001,LIN,MIXED,2023-01-03 05:00:00+00:00,2023-01-09 05:00:00+00:00,318.35,321.92,-0.011214072561645964,-0.00044856290246583866
2023-01-04 05:00:00+00:00,0.5920829068761442,0.6509555850428592,0.5,0,NEUTRAL,NEUTRAL,0.7234326018808777,0.5,0.8,0.5803897382905592,0.05276248720628433,AMZN,RANGE_BOUND,2023-01-04 05:00:00+00:00,2023-01-09 05:00:00+00:00,172.14,175.18,0.017660044150110497,0.0008830022075055248
2023-01-04 05:00:00+00:00,0.5733838318074608,0.6203013636187882,0.5,0,NEUTRAL,NEUTRAL,0.55,0.5,0.8,0.6312054544751529,0.05220151495422383,TSLA,RANGE_BOUND,2023-01-04 05:00:00+00:00,2023-01-09 05:00:00+00:00,172.14,175.18,0.017660044150110497,0.0008830022075055248
